#typeclass	method	owner	kind	derived	arity
cats/NonEmptyTraverse#	cats/NonEmptyTraverse#nonEmptyTraverse().	cats/NonEmptyTraverse#nonEmptyTraverse().	Unary	false	3
cats/NonEmptyTraverse#	cats/NonEmptyTraverse#traverse().	cats/Traverse#traverse().	Unary	true	3
cats/NonEmptyTraverse#	cats/Reducible#compose().	cats/Reducible#compose().	Unary	true	1
cats/NonEmptyTraverse#	cats/Reducible#isEmpty().	cats/UnorderedFoldable#isEmpty().	Unary	true	1
cats/NonEmptyTraverse#	cats/Reducible#maximum().	cats/Reducible#maximum().	Unary	true	2
cats/NonEmptyTraverse#	cats/Reducible#maximumBy().	cats/Reducible#maximumBy().	Unary	true	3
cats/NonEmptyTraverse#	cats/Reducible#maximumByNel().	cats/Reducible#maximumByNel().	Unary	true	3
cats/NonEmptyTraverse#	cats/Reducible#maximumNel().	cats/Reducible#maximumNel().	Unary	true	2
cats/NonEmptyTraverse#	cats/Reducible#maximumOption().	cats/Foldable#maximumOption().	Unary	true	2
cats/NonEmptyTraverse#	cats/Reducible#minimum().	cats/Reducible#minimum().	Unary	true	2
cats/NonEmptyTraverse#	cats/Reducible#minimumBy().	cats/Reducible#minimumBy().	Unary	true	3
cats/NonEmptyTraverse#	cats/Reducible#minimumByNel().	cats/Reducible#minimumByNel().	Unary	true	3
cats/NonEmptyTraverse#	cats/Reducible#minimumNel().	cats/Reducible#minimumNel().	Unary	true	2
cats/NonEmptyTraverse#	cats/Reducible#minimumOption().	cats/Foldable#minimumOption().	Unary	true	2
cats/NonEmptyTraverse#	cats/Reducible#nonEmpty().	cats/UnorderedFoldable#nonEmpty().	Unary	true	1
cats/NonEmptyTraverse#	cats/Reducible#nonEmptyIntercalate().	cats/Reducible#nonEmptyIntercalate().	Unary	true	3
cats/NonEmptyTraverse#	cats/Reducible#nonEmptyPartition().	cats/Reducible#nonEmptyPartition().	Unary	true	2
cats/NonEmptyTraverse#	cats/Reducible#nonEmptySequenceVoid().	cats/Reducible#nonEmptySequenceVoid().	Unary	true	2
cats/NonEmptyTraverse#	cats/Reducible#nonEmptySequence_().	cats/Reducible#nonEmptySequence_().	Unary	true	2
cats/NonEmptyTraverse#	cats/Reducible#nonEmptyTraverseVoid().	cats/Reducible#nonEmptyTraverseVoid().	Unary	true	3
cats/NonEmptyTraverse#	cats/Reducible#nonEmptyTraverse_().	cats/Reducible#nonEmptyTraverse_().	Unary	true	3
cats/NonEmptyTraverse#	cats/Reducible#reduce().	cats/Reducible#reduce().	Unary	true	2
cats/NonEmptyTraverse#	cats/Reducible#reduceA().	cats/Reducible#reduceA().	Unary	true	3
cats/NonEmptyTraverse#	cats/Reducible#reduceK().	cats/Reducible#reduceK().	Unary	true	2
cats/NonEmptyTraverse#	cats/Reducible#reduceLeft().	cats/Reducible#reduceLeft().	Unary	true	2
cats/NonEmptyTraverse#	cats/Reducible#reduceLeftM().	cats/Reducible#reduceLeftM().	Unary	true	4
cats/NonEmptyTraverse#	cats/Reducible#reduceLeftTo().	cats/Reducible#reduceLeftTo().	Unary	true	3
cats/NonEmptyTraverse#	cats/Reducible#reduceLeftToOption().	cats/Foldable#reduceLeftToOption().	Unary	true	3
cats/NonEmptyTraverse#	cats/Reducible#reduceMap().	cats/Reducible#reduceMap().	Unary	true	3
cats/NonEmptyTraverse#	cats/Reducible#reduceMapA().	cats/Reducible#reduceMapA().	Unary	true	4
cats/NonEmptyTraverse#	cats/Reducible#reduceMapK().	cats/Reducible#reduceMapK().	Unary	true	3
cats/NonEmptyTraverse#	cats/Reducible#reduceMapM().	cats/Reducible#reduceMapM().	Unary	true	4
cats/NonEmptyTraverse#	cats/Reducible#reduceRight().	cats/Reducible#reduceRight().	Unary	true	2
cats/NonEmptyTraverse#	cats/Reducible#reduceRightTo().	cats/Reducible#reduceRightTo().	Unary	true	3
cats/NonEmptyTraverse#	cats/Reducible#reduceRightToOption().	cats/Foldable#reduceRightToOption().	Unary	true	3
cats/NonEmptyTraverse#	cats/Reducible#toNonEmptyList().	cats/Reducible#toNonEmptyList().	Unary	true	1
cats/NonEmptyTraverse#	cats/Traverse#compose().	cats/Traverse#compose().	Unary	true	1
cats/NonEmptyTraverse#	cats/Traverse#flatSequence().	cats/Traverse#flatSequence().	Unary	true	3
cats/NonEmptyTraverse#	cats/Traverse#flatTraverse().	cats/Traverse#flatTraverse().	Unary	true	4
cats/NonEmptyTraverse#	cats/Traverse#map().	cats/Functor#map().	Unary	true	2
cats/NonEmptyTraverse#	cats/Traverse#mapAccumulate().	cats/Traverse#mapAccumulate().	Unary	true	3
cats/NonEmptyTraverse#	cats/Traverse#mapWithIndex().	cats/Traverse#mapWithIndex().	Unary	true	2
cats/NonEmptyTraverse#	cats/Traverse#mapWithLongIndex().	cats/Traverse#mapWithLongIndex().	Unary	true	2
cats/NonEmptyTraverse#	cats/Traverse#sequence().	cats/Traverse#sequence().	Unary	true	2
cats/NonEmptyTraverse#	cats/Traverse#traverseTap().	cats/Traverse#traverseTap().	Unary	true	3
cats/NonEmptyTraverse#	cats/Traverse#traverseWithIndexM().	cats/Traverse#traverseWithIndexM().	Unary	true	3
cats/NonEmptyTraverse#	cats/Traverse#traverseWithLongIndexM().	cats/Traverse#traverseWithLongIndexM().	Unary	true	3
cats/NonEmptyTraverse#	cats/Traverse#unorderedSequence().	cats/UnorderedTraverse#unorderedSequence().	Unary	true	2
cats/NonEmptyTraverse#	cats/Traverse#unorderedTraverse().	cats/UnorderedTraverse#unorderedTraverse().	Unary	true	3
cats/NonEmptyTraverse#	cats/Traverse#updated_().	cats/Traverse#updated_().	Unary	true	3
cats/NonEmptyTraverse#	cats/Traverse#zipWithIndex().	cats/Traverse#zipWithIndex().	Unary	true	1
cats/NonEmptyTraverse#	cats/Traverse#zipWithLongIndex().	cats/Traverse#zipWithLongIndex().	Unary	true	1
cats/NonEmptyTraverse#	cats/UnorderedFoldable#contains_().	cats/UnorderedFoldable#contains_().	Unary	true	3
cats/NonEmptyTraverse#	cats/UnorderedFoldable#count().	cats/UnorderedFoldable#count().	Unary	true	2
cats/NonEmptyTraverse#	cats/UnorderedFoldable#size().	cats/UnorderedFoldable#size().	Unary	true	1
cats/NonEmptyTraverse#	cats/UnorderedFoldable#unorderedFoldMapA().	cats/UnorderedFoldable#unorderedFoldMapA().	Unary	true	4
cats/Parallel#	cats/NonEmptyParallel#parFollowedBy().	cats/NonEmptyParallel#parFollowedBy().	Unary	true	2
cats/Parallel#	cats/NonEmptyParallel#parForEffect().	cats/NonEmptyParallel#parForEffect().	Unary	true	2
cats/Parallel#	cats/NonEmptyParallel#parProductL().	cats/NonEmptyParallel#parProductL().	Unary	true	2
cats/Parallel#	cats/NonEmptyParallel#parProductR().	cats/NonEmptyParallel#parProductR().	Unary	true	2
cats/Parallel#	cats/NonEmptyParallel#parallel().	cats/NonEmptyParallel#parallel().	Unary	true	0
cats/Parallel#	cats/NonEmptyParallel#sequential().	cats/NonEmptyParallel#sequential().	Unary	true	0
cats/Parallel#	cats/Parallel#applicative().	cats/Parallel#applicative().	Unary	false	0
cats/Parallel#	cats/Parallel#applicativeError().	cats/Parallel#applicativeError().	Unary	true	1
cats/Parallel#	cats/Parallel#apply().	cats/Parallel#apply().	Unary	true	0
cats/Parallel#	cats/Parallel#flatMap().	cats/Parallel#flatMap().	Unary	true	0
cats/Parallel#	cats/Parallel#monad().	cats/Parallel#monad().	Unary	false	0
cats/Reducible#	cats/Foldable#collectFirst().	cats/Foldable#collectFirst().	Unary	true	2
cats/Reducible#	cats/Foldable#collectFirstSome().	cats/Foldable#collectFirstSome().	Unary	true	2
cats/Reducible#	cats/Foldable#collectFirstSomeM().	cats/Foldable#collectFirstSomeM().	Unary	true	3
cats/Reducible#	cats/Foldable#collectFold().	cats/Foldable#collectFold().	Unary	true	3
cats/Reducible#	cats/Foldable#collectFoldSome().	cats/Foldable#collectFoldSome().	Unary	true	3
cats/Reducible#	cats/Foldable#combineAll().	cats/Foldable#combineAll().	Unary	true	2
cats/Reducible#	cats/Foldable#combineAllOption().	cats/Foldable#combineAllOption().	Unary	true	2
cats/Reducible#	cats/Foldable#compose().	cats/Foldable#compose().	Unary	true	1
cats/Reducible#	cats/Foldable#dropWhile_().	cats/Foldable#dropWhile_().	Unary	true	2
cats/Reducible#	cats/Foldable#exists().	cats/UnorderedFoldable#exists().	Unary	true	2
cats/Reducible#	cats/Foldable#existsM().	cats/Foldable#existsM().	Unary	true	3
cats/Reducible#	cats/Foldable#filter_().	cats/Foldable#filter_().	Unary	true	2
cats/Reducible#	cats/Foldable#find().	cats/Foldable#find().	Unary	true	2
cats/Reducible#	cats/Foldable#findM().	cats/Foldable#findM().	Unary	true	3
cats/Reducible#	cats/Foldable#fold().	cats/Foldable#fold().	Unary	true	2
cats/Reducible#	cats/Foldable#foldA().	cats/Foldable#foldA().	Unary	true	3
cats/Reducible#	cats/Foldable#foldK().	cats/Foldable#foldK().	Unary	true	2
cats/Reducible#	cats/Foldable#foldLeft().	cats/Foldable#foldLeft().	Unary	true	3
cats/Reducible#	cats/Foldable#foldLeftM().	cats/Foldable#foldLeftM().	Unary	true	4
cats/Reducible#	cats/Foldable#foldM().	cats/Foldable#foldM().	Unary	true	4
cats/Reducible#	cats/Foldable#foldMap().	cats/Foldable#foldMap().	Unary	true	3
cats/Reducible#	cats/Foldable#foldMapA().	cats/Foldable#foldMapA().	Unary	true	4
cats/Reducible#	cats/Foldable#foldMapK().	cats/Foldable#foldMapK().	Unary	true	3
cats/Reducible#	cats/Foldable#foldMapM().	cats/Foldable#foldMapM().	Unary	true	4
cats/Reducible#	cats/Foldable#foldRight().	cats/Foldable#foldRight().	Unary	true	3
cats/Reducible#	cats/Foldable#foldRightDefer().	cats/Foldable#foldRightDefer().	Unary	true	4
cats/Reducible#	cats/Foldable#forall().	cats/UnorderedFoldable#forall().	Unary	true	2
cats/Reducible#	cats/Foldable#forallM().	cats/Foldable#forallM().	Unary	true	3
cats/Reducible#	cats/Foldable#get().	cats/Foldable#get().	Unary	true	2
cats/Reducible#	cats/Foldable#intercalate().	cats/Foldable#intercalate().	Unary	true	3
cats/Reducible#	cats/Foldable#maximumByList().	cats/Foldable#maximumByList().	Unary	true	3
cats/Reducible#	cats/Foldable#maximumByOption().	cats/Foldable#maximumByOption().	Unary	true	3
cats/Reducible#	cats/Foldable#maximumList().	cats/Foldable#maximumList().	Unary	true	2
cats/Reducible#	cats/Foldable#minimumByList().	cats/Foldable#minimumByList().	Unary	true	3
cats/Reducible#	cats/Foldable#minimumByOption().	cats/Foldable#minimumByOption().	Unary	true	3
cats/Reducible#	cats/Foldable#minimumList().	cats/Foldable#minimumList().	Unary	true	2
cats/Reducible#	cats/Foldable#partitionBifold().	cats/Foldable#partitionBifold().	Unary	true	4
cats/Reducible#	cats/Foldable#partitionBifoldM().	cats/Foldable#partitionBifoldM().	Unary	true	5
cats/Reducible#	cats/Foldable#partitionEither().	cats/Foldable#partitionEither().	Unary	true	3
cats/Reducible#	cats/Foldable#partitionEitherM().	cats/Foldable#partitionEitherM().	Unary	true	4
cats/Reducible#	cats/Foldable#productAll().	cats/Foldable#productAll().	Unary	true	2
cats/Reducible#	cats/Foldable#reduceLeftOption().	cats/Foldable#reduceLeftOption().	Unary	true	2
cats/Reducible#	cats/Foldable#reduceRightOption().	cats/Foldable#reduceRightOption().	Unary	true	2
cats/Reducible#	cats/Foldable#sequenceVoid().	cats/Foldable#sequenceVoid().	Unary	true	2
cats/Reducible#	cats/Foldable#sequence_().	cats/Foldable#sequence_().	Unary	true	2
cats/Reducible#	cats/Foldable#sumAll().	cats/Foldable#sumAll().	Unary	true	2
cats/Reducible#	cats/Foldable#takeWhile_().	cats/Foldable#takeWhile_().	Unary	true	2
cats/Reducible#	cats/Foldable#toIterable().	cats/Foldable#toIterable().	Unary	true	1
cats/Reducible#	cats/Foldable#toList().	cats/Foldable#toList().	Unary	true	1
cats/Reducible#	cats/Foldable#traverseVoid().	cats/Foldable#traverseVoid().	Unary	true	3
cats/Reducible#	cats/Foldable#traverse_().	cats/Foldable#traverse_().	Unary	true	3
cats/Reducible#	cats/Foldable#unorderedFold().	cats/UnorderedFoldable#unorderedFold().	Unary	true	2
cats/Reducible#	cats/Foldable#unorderedFoldMap().	cats/UnorderedFoldable#unorderedFoldMap().	Unary	true	3
cats/Reducible#	cats/Reducible#compose().	cats/Reducible#compose().	Unary	true	1
cats/Reducible#	cats/Reducible#isEmpty().	cats/UnorderedFoldable#isEmpty().	Unary	true	1
cats/Reducible#	cats/Reducible#maximum().	cats/Reducible#maximum().	Unary	true	2
cats/Reducible#	cats/Reducible#maximumBy().	cats/Reducible#maximumBy().	Unary	true	3
cats/Reducible#	cats/Reducible#maximumByNel().	cats/Reducible#maximumByNel().	Unary	true	3
cats/Reducible#	cats/Reducible#maximumNel().	cats/Reducible#maximumNel().	Unary	true	2
cats/Reducible#	cats/Reducible#maximumOption().	cats/Foldable#maximumOption().	Unary	true	2
cats/Reducible#	cats/Reducible#minimum().	cats/Reducible#minimum().	Unary	true	2
cats/Reducible#	cats/Reducible#minimumBy().	cats/Reducible#minimumBy().	Unary	true	3
cats/Reducible#	cats/Reducible#minimumByNel().	cats/Reducible#minimumByNel().	Unary	true	3
cats/Reducible#	cats/Reducible#minimumNel().	cats/Reducible#minimumNel().	Unary	true	2
cats/Reducible#	cats/Reducible#minimumOption().	cats/Foldable#minimumOption().	Unary	true	2
cats/Reducible#	cats/Reducible#nonEmpty().	cats/UnorderedFoldable#nonEmpty().	Unary	true	1
cats/Reducible#	cats/Reducible#nonEmptyIntercalate().	cats/Reducible#nonEmptyIntercalate().	Unary	true	3
cats/Reducible#	cats/Reducible#nonEmptyPartition().	cats/Reducible#nonEmptyPartition().	Unary	true	2
cats/Reducible#	cats/Reducible#nonEmptySequenceVoid().	cats/Reducible#nonEmptySequenceVoid().	Unary	true	2
cats/Reducible#	cats/Reducible#nonEmptySequence_().	cats/Reducible#nonEmptySequence_().	Unary	true	2
cats/Reducible#	cats/Reducible#nonEmptyTraverseVoid().	cats/Reducible#nonEmptyTraverseVoid().	Unary	true	3
cats/Reducible#	cats/Reducible#nonEmptyTraverse_().	cats/Reducible#nonEmptyTraverse_().	Unary	true	3
cats/Reducible#	cats/Reducible#reduce().	cats/Reducible#reduce().	Unary	true	2
cats/Reducible#	cats/Reducible#reduceA().	cats/Reducible#reduceA().	Unary	true	3
cats/Reducible#	cats/Reducible#reduceK().	cats/Reducible#reduceK().	Unary	true	2
cats/Reducible#	cats/Reducible#reduceLeft().	cats/Reducible#reduceLeft().	Unary	true	2
cats/Reducible#	cats/Reducible#reduceLeftM().	cats/Reducible#reduceLeftM().	Unary	true	4
cats/Reducible#	cats/Reducible#reduceLeftTo().	cats/Reducible#reduceLeftTo().	Unary	false	3
cats/Reducible#	cats/Reducible#reduceLeftToOption().	cats/Foldable#reduceLeftToOption().	Unary	true	3
cats/Reducible#	cats/Reducible#reduceMap().	cats/Reducible#reduceMap().	Unary	true	3
cats/Reducible#	cats/Reducible#reduceMapA().	cats/Reducible#reduceMapA().	Unary	true	4
cats/Reducible#	cats/Reducible#reduceMapK().	cats/Reducible#reduceMapK().	Unary	true	3
cats/Reducible#	cats/Reducible#reduceMapM().	cats/Reducible#reduceMapM().	Unary	true	4
cats/Reducible#	cats/Reducible#reduceRight().	cats/Reducible#reduceRight().	Unary	true	2
cats/Reducible#	cats/Reducible#reduceRightTo().	cats/Reducible#reduceRightTo().	Unary	false	3
cats/Reducible#	cats/Reducible#reduceRightToOption().	cats/Foldable#reduceRightToOption().	Unary	true	3
cats/Reducible#	cats/Reducible#toNonEmptyList().	cats/Reducible#toNonEmptyList().	Unary	true	1
cats/Reducible#	cats/UnorderedFoldable#contains_().	cats/UnorderedFoldable#contains_().	Unary	true	3
cats/Reducible#	cats/UnorderedFoldable#count().	cats/UnorderedFoldable#count().	Unary	true	2
cats/Reducible#	cats/UnorderedFoldable#size().	cats/UnorderedFoldable#size().	Unary	true	1
cats/Reducible#	cats/UnorderedFoldable#unorderedFoldMapA().	cats/UnorderedFoldable#unorderedFoldMapA().	Unary	true	4
cats/Representable#	cats/Representable#F().	cats/Representable#F().	Unary	false	0
cats/Representable#	cats/Representable#compose().	cats/Representable#compose().	Unary	true	1
cats/Representable#	cats/Representable#index().	cats/Representable#index().	Unary	false	1
cats/Representable#	cats/Representable#tabulate().	cats/Representable#tabulate().	Unary	false	1
cats/SemigroupK#	cats/SemigroupK#algebra().	cats/SemigroupK#algebra().	Unary	true	0
cats/SemigroupK#	cats/SemigroupK#combineAllOptionK().	cats/SemigroupK#combineAllOptionK().	Unary	true	1
cats/SemigroupK#	cats/SemigroupK#combineK().	cats/SemigroupK#combineK().	Unary	false	2
cats/SemigroupK#	cats/SemigroupK#combineKEval().	cats/SemigroupK#combineKEval().	Unary	true	2
cats/SemigroupK#	cats/SemigroupK#combineNK().	cats/SemigroupK#combineNK().	Unary	true	2
cats/SemigroupK#	cats/SemigroupK#compose().	cats/SemigroupK#compose().	Unary	true	0
cats/SemigroupK#	cats/SemigroupK#reverse().	cats/SemigroupK#reverse().	Unary	true	0
cats/SemigroupK#	cats/SemigroupK#sum().	cats/SemigroupK#sum().	Unary	true	3
cats/Semigroupal#	cats/Semigroupal#product().	cats/Semigroupal#product().	Unary	false	2
cats/Traverse#	cats/Foldable#collectFirst().	cats/Foldable#collectFirst().	Unary	true	2
cats/Traverse#	cats/Foldable#collectFirstSome().	cats/Foldable#collectFirstSome().	Unary	true	2
cats/Traverse#	cats/Foldable#collectFirstSomeM().	cats/Foldable#collectFirstSomeM().	Unary	true	3
cats/Traverse#	cats/Foldable#collectFold().	cats/Foldable#collectFold().	Unary	true	3
cats/Traverse#	cats/Foldable#collectFoldSome().	cats/Foldable#collectFoldSome().	Unary	true	3
cats/Traverse#	cats/Foldable#combineAll().	cats/Foldable#combineAll().	Unary	true	2
cats/Traverse#	cats/Foldable#combineAllOption().	cats/Foldable#combineAllOption().	Unary	true	2
cats/Traverse#	cats/Foldable#compose().	cats/Foldable#compose().	Unary	true	1
cats/Traverse#	cats/Foldable#dropWhile_().	cats/Foldable#dropWhile_().	Unary	true	2
cats/Traverse#	cats/Foldable#exists().	cats/UnorderedFoldable#exists().	Unary	true	2
cats/Traverse#	cats/Foldable#existsM().	cats/Foldable#existsM().	Unary	true	3
cats/Traverse#	cats/Foldable#filter_().	cats/Foldable#filter_().	Unary	true	2
cats/Traverse#	cats/Foldable#find().	cats/Foldable#find().	Unary	true	2
cats/Traverse#	cats/Foldable#findM().	cats/Foldable#findM().	Unary	true	3
cats/Traverse#	cats/Foldable#fold().	cats/Foldable#fold().	Unary	true	2
cats/Traverse#	cats/Foldable#foldA().	cats/Foldable#foldA().	Unary	true	3
cats/Traverse#	cats/Foldable#foldK().	cats/Foldable#foldK().	Unary	true	2
cats/Traverse#	cats/Foldable#foldLeft().	cats/Foldable#foldLeft().	Unary	true	3
cats/Traverse#	cats/Foldable#foldLeftM().	cats/Foldable#foldLeftM().	Unary	true	4
cats/Traverse#	cats/Foldable#foldM().	cats/Foldable#foldM().	Unary	true	4
cats/Traverse#	cats/Foldable#foldMap().	cats/Foldable#foldMap().	Unary	true	3
cats/Traverse#	cats/Foldable#foldMapA().	cats/Foldable#foldMapA().	Unary	true	4
cats/Traverse#	cats/Foldable#foldMapK().	cats/Foldable#foldMapK().	Unary	true	3
cats/Traverse#	cats/Foldable#foldMapM().	cats/Foldable#foldMapM().	Unary	true	4
cats/Traverse#	cats/Foldable#foldRight().	cats/Foldable#foldRight().	Unary	true	3
cats/Traverse#	cats/Foldable#foldRightDefer().	cats/Foldable#foldRightDefer().	Unary	true	4
cats/Traverse#	cats/Foldable#forall().	cats/UnorderedFoldable#forall().	Unary	true	2
cats/Traverse#	cats/Foldable#forallM().	cats/Foldable#forallM().	Unary	true	3
cats/Traverse#	cats/Foldable#get().	cats/Foldable#get().	Unary	true	2
cats/Traverse#	cats/Foldable#intercalate().	cats/Foldable#intercalate().	Unary	true	3
cats/Traverse#	cats/Foldable#isEmpty().	cats/UnorderedFoldable#isEmpty().	Unary	true	1
cats/Traverse#	cats/Foldable#maximumByList().	cats/Foldable#maximumByList().	Unary	true	3
cats/Traverse#	cats/Foldable#maximumByOption().	cats/Foldable#maximumByOption().	Unary	true	3
cats/Traverse#	cats/Foldable#maximumList().	cats/Foldable#maximumList().	Unary	true	2
cats/Traverse#	cats/Foldable#maximumOption().	cats/Foldable#maximumOption().	Unary	true	2
cats/Traverse#	cats/Foldable#minimumByList().	cats/Foldable#minimumByList().	Unary	true	3
cats/Traverse#	cats/Foldable#minimumByOption().	cats/Foldable#minimumByOption().	Unary	true	3
cats/Traverse#	cats/Foldable#minimumList().	cats/Foldable#minimumList().	Unary	true	2
cats/Traverse#	cats/Foldable#minimumOption().	cats/Foldable#minimumOption().	Unary	true	2
cats/Traverse#	cats/Foldable#nonEmpty().	cats/UnorderedFoldable#nonEmpty().	Unary	true	1
cats/Traverse#	cats/Foldable#partitionBifold().	cats/Foldable#partitionBifold().	Unary	true	4
cats/Traverse#	cats/Foldable#partitionBifoldM().	cats/Foldable#partitionBifoldM().	Unary	true	5
cats/Traverse#	cats/Foldable#partitionEither().	cats/Foldable#partitionEither().	Unary	true	3
cats/Traverse#	cats/Foldable#partitionEitherM().	cats/Foldable#partitionEitherM().	Unary	true	4
cats/Traverse#	cats/Foldable#productAll().	cats/Foldable#productAll().	Unary	true	2
cats/Traverse#	cats/Foldable#reduceLeftOption().	cats/Foldable#reduceLeftOption().	Unary	true	2
cats/Traverse#	cats/Foldable#reduceLeftToOption().	cats/Foldable#reduceLeftToOption().	Unary	true	3
cats/Traverse#	cats/Foldable#reduceRightOption().	cats/Foldable#reduceRightOption().	Unary	true	2
cats/Traverse#	cats/Foldable#reduceRightToOption().	cats/Foldable#reduceRightToOption().	Unary	true	3
cats/Traverse#	cats/Foldable#sequenceVoid().	cats/Foldable#sequenceVoid().	Unary	true	2
cats/Traverse#	cats/Foldable#sequence_().	cats/Foldable#sequence_().	Unary	true	2
cats/Traverse#	cats/Foldable#sumAll().	cats/Foldable#sumAll().	Unary	true	2
cats/Traverse#	cats/Foldable#takeWhile_().	cats/Foldable#takeWhile_().	Unary	true	2
cats/Traverse#	cats/Foldable#toIterable().	cats/Foldable#toIterable().	Unary	true	1
cats/Traverse#	cats/Foldable#toList().	cats/Foldable#toList().	Unary	true	1
cats/Traverse#	cats/Foldable#traverseVoid().	cats/Foldable#traverseVoid().	Unary	true	3
cats/Traverse#	cats/Foldable#traverse_().	cats/Foldable#traverse_().	Unary	true	3
cats/Traverse#	cats/Foldable#unorderedFold().	cats/UnorderedFoldable#unorderedFold().	Unary	true	2
cats/Traverse#	cats/Foldable#unorderedFoldMap().	cats/UnorderedFoldable#unorderedFoldMap().	Unary	true	3
cats/Traverse#	cats/Functor#as().	cats/Functor#as().	Unary	true	2
cats/Traverse#	cats/Functor#compose().	cats/Functor#compose().	Unary	true	1
cats/Traverse#	cats/Functor#composeBifunctor().	cats/Functor#composeBifunctor().	Unary	true	1
cats/Traverse#	cats/Functor#composeContravariant().	cats/Invariant#composeContravariant().	Unary	true	1
cats/Traverse#	cats/Functor#fmap().	cats/Functor#fmap().	Unary	true	2
cats/Traverse#	cats/Functor#fproduct().	cats/Functor#fproduct().	Unary	true	2
cats/Traverse#	cats/Functor#fproductLeft().	cats/Functor#fproductLeft().	Unary	true	2
cats/Traverse#	cats/Functor#ifF().	cats/Functor#ifF().	Unary	true	3
cats/Traverse#	cats/Functor#imap().	cats/Invariant#imap().	Unary	true	3
cats/Traverse#	cats/Functor#lift().	cats/Functor#lift().	Unary	true	1
cats/Traverse#	cats/Functor#mapOrKeep().	cats/Functor#mapOrKeep().	Unary	true	2
cats/Traverse#	cats/Functor#tupleLeft().	cats/Functor#tupleLeft().	Unary	true	2
cats/Traverse#	cats/Functor#tupleRight().	cats/Functor#tupleRight().	Unary	true	2
cats/Traverse#	cats/Functor#unzip().	cats/Functor#unzip().	Unary	true	1
cats/Traverse#	cats/Functor#void().	cats/Functor#void().	Unary	true	1
cats/Traverse#	cats/Functor#widen().	cats/Functor#widen().	Unary	true	1
cats/Traverse#	cats/Invariant#compose().	cats/Invariant#compose().	Unary	true	1
cats/Traverse#	cats/Invariant#composeFunctor().	cats/Invariant#composeFunctor().	Unary	true	1
cats/Traverse#	cats/Traverse#compose().	cats/Traverse#compose().	Unary	true	1
cats/Traverse#	cats/Traverse#flatSequence().	cats/Traverse#flatSequence().	Unary	true	3
cats/Traverse#	cats/Traverse#flatTraverse().	cats/Traverse#flatTraverse().	Unary	true	4
cats/Traverse#	cats/Traverse#map().	cats/Functor#map().	Unary	true	2
cats/Traverse#	cats/Traverse#mapAccumulate().	cats/Traverse#mapAccumulate().	Unary	true	3
cats/Traverse#	cats/Traverse#mapWithIndex().	cats/Traverse#mapWithIndex().	Unary	true	2
cats/Traverse#	cats/Traverse#mapWithLongIndex().	cats/Traverse#mapWithLongIndex().	Unary	true	2
cats/Traverse#	cats/Traverse#sequence().	cats/Traverse#sequence().	Unary	true	2
cats/Traverse#	cats/Traverse#traverse().	cats/Traverse#traverse().	Unary	false	3
cats/Traverse#	cats/Traverse#traverseTap().	cats/Traverse#traverseTap().	Unary	true	3
cats/Traverse#	cats/Traverse#traverseWithIndexM().	cats/Traverse#traverseWithIndexM().	Unary	true	3
cats/Traverse#	cats/Traverse#traverseWithLongIndexM().	cats/Traverse#traverseWithLongIndexM().	Unary	true	3
cats/Traverse#	cats/Traverse#unorderedSequence().	cats/UnorderedTraverse#unorderedSequence().	Unary	true	2
cats/Traverse#	cats/Traverse#unorderedTraverse().	cats/UnorderedTraverse#unorderedTraverse().	Unary	true	3
cats/Traverse#	cats/Traverse#updated_().	cats/Traverse#updated_().	Unary	true	3
cats/Traverse#	cats/Traverse#zipWithIndex().	cats/Traverse#zipWithIndex().	Unary	true	1
cats/Traverse#	cats/Traverse#zipWithLongIndex().	cats/Traverse#zipWithLongIndex().	Unary	true	1
cats/Traverse#	cats/UnorderedFoldable#contains_().	cats/UnorderedFoldable#contains_().	Unary	true	3
cats/Traverse#	cats/UnorderedFoldable#count().	cats/UnorderedFoldable#count().	Unary	true	2
cats/Traverse#	cats/UnorderedFoldable#size().	cats/UnorderedFoldable#size().	Unary	true	1
cats/Traverse#	cats/UnorderedFoldable#unorderedFoldMapA().	cats/UnorderedFoldable#unorderedFoldMapA().	Unary	true	4
cats/TraverseFilter#	cats/FunctorFilter#collect().	cats/FunctorFilter#collect().	Unary	true	2
cats/TraverseFilter#	cats/FunctorFilter#filter().	cats/FunctorFilter#filter().	Unary	true	2
cats/TraverseFilter#	cats/FunctorFilter#filterNot().	cats/FunctorFilter#filterNot().	Unary	true	2
cats/TraverseFilter#	cats/FunctorFilter#flattenOption().	cats/FunctorFilter#flattenOption().	Unary	true	1
cats/TraverseFilter#	cats/TraverseFilter#filterA().	cats/TraverseFilter#filterA().	Unary	true	3
cats/TraverseFilter#	cats/TraverseFilter#functor().	cats/TraverseFilter#functor().	Unary	true	0
cats/TraverseFilter#	cats/TraverseFilter#hashDistinct().	cats/TraverseFilter#hashDistinct().	Unary	true	2
cats/TraverseFilter#	cats/TraverseFilter#mapFilter().	cats/FunctorFilter#mapFilter().	Unary	true	2
cats/TraverseFilter#	cats/TraverseFilter#ordDistinct().	cats/TraverseFilter#ordDistinct().	Unary	true	2
cats/TraverseFilter#	cats/TraverseFilter#sequenceFilter().	cats/TraverseFilter#sequenceFilter().	Unary	true	2
cats/TraverseFilter#	cats/TraverseFilter#traverse().	cats/TraverseFilter#traverse().	Unary	false	0
